DateTime,Scaled_Acc_X_(mg),Scaled_Acc_Y_(mg),Scaled_Acc_Z_(mg),Gyr_X_(DPS),Gyr_Y_(DPS),Gyr_Z_(DPS),Mag_X_(uT),Mag_Y_(uT),Mag_Z_(uT),Tmp_(C)
1970-1-1 0:0:39.014,-00180.66, 00001.95, 00945.80,-00003.22,-00023.37, 00017.24, 00006.75,-00000.15, 00015.00, 00032.39
1970-1-1 0:0:39.059,-00117.19, 00029.79, 00945.31,-00003.81, 00003.98, 00007.95, 00006.30, 00000.90, 00012.75, 00032.29
1970-1-1 0:0:39.104,-00167.97, 00005.86, 01054.69,-00008.83, 00022.53,-00002.47, 00007.35, 00001.20, 00014.10, 00032.39
1970-1-1 0:0:39.149,-00195.80, 00025.39, 01021.48, 00013.15, 00003.51,-00003.81, 00005.70, 00000.75, 00014.40, 00032.06
1970-1-1 0:0:39.194,-00167.97, 00061.04, 00958.50, 00008.53,-00007.34,-00002.97, 00006.60, 00001.50, 00014.85, 00032.20
1970-1-1 0:0:39.239,-00177.25, 00059.08, 00963.87,-00006.48, 00008.08,-00002.90, 00007.50, 00001.35, 00014.25, 00032.39
1970-1-1 0:0:39.284,-00209.47, 00056.64, 00963.87,-00012.37, 00002.85,-00004.64, 00007.65, 00000.75, 00013.35, 00032.10
1970-1-1 0:0:39.329,-00211.91, 00003.91, 00925.78,-00002.88, 00003.04,-00004.66, 00007.65, 00000.75, 00012.60, 00032.29
1970-1-1 0:0:39.374,-00217.77,-00035.16, 00905.27,-00001.82, 00007.64, 00004.95, 00008.85, 00000.75, 00014.10, 00032.29
1970-1-1 0:0:39.441,-00219.24,-00001.95, 00905.27,-00002.56, 00000.00, 00008.77, 00007.65, 00000.30, 00012.15, 00032.06
1970-1-1 0:0:39.508,-00235.84, 00010.74, 00949.71,-00012.82, 00001.44, 00007.35, 00008.85, 00000.75, 00012.60, 00032.25
1970-1-1 0:0:39.575,-00208.01,-00043.46, 00967.29,-00015.90,-00005.91, 00008.10, 00009.60, 00000.75, 00011.70, 00032.20
1970-1-1 0:0:39.642,-00214.36, 00019.53, 00973.63,-00001.11, 00006.31, 00001.38, 00008.55,-00000.75, 00012.90, 00032.39
1970-1-1 0:0:39.709,-00263.18,-00007.81, 00946.78,-00011.04, 00008.28,-00003.16, 00009.45,-00001.35, 00011.25, 00032.29
1970-1-1 0:0:39.776,-00282.71,-00011.72, 00946.78,-00012.02,-00005.40,-00009.79, 00010.05,-00000.75, 00013.65, 00032.29
1970-1-1 0:0:39.843,-00264.65,-00008.79, 00973.63,-00014.25,-00006.79,-00002.99, 00008.85,-00002.70, 00012.15, 00032.29
1970-1-1 0:0:39.888,-00239.26,-00034.18, 00983.40,-00017.11,-00009.82,-00000.18, 00008.85,-00002.40, 00012.15, 00032.39
1970-1-1 0:0:39.933,-00201.66,-00071.78, 01006.84,-00014.47,-00009.21,-00001.02, 00008.55,-00003.15, 00011.40, 00032.20
1970-1-1 0:0:39.978,-00207.52,-00078.12, 01041.99,-00013.02,-00008.63, 00003.19, 00008.70,-00003.00, 00011.55, 00032.01
1970-1-1 0:0:40.023,-00206.54,-00098.63, 01039.55,-00002.50,-00003.46, 00003.52, 00008.55,-00004.80, 00012.15, 00032.53
1970-1-1 0:0:40.068,-00206.05,-00109.38, 01016.60, 00003.69, 00004.56,-00002.97, 00007.35,-00003.60, 00011.40, 00032.39
1970-1-1 0:0:40.113,-00220.21,-00049.32, 01018.07, 00007.15, 00008.33, 00000.07, 00008.10,-00003.90, 00010.65, 00032.29
1970-1-1 0:0:40.158,-00211.91,-00073.73, 00991.21, 00005.44,-00001.54, 00002.47, 00008.25,-00003.30, 00010.80, 00032.25
1970-1-1 0:0:40.203,-00209.96,-00083.98, 00939.45, 00004.75, 00008.63, 00000.66, 00009.60,-00004.35, 00010.65, 00032.25
1970-1-1 0:0:40.248,-00222.17,-00051.76, 00964.84, 00004.26, 00006.11,-00001.66, 00009.30,-00002.40, 00011.70, 00032.25
1970-1-1 0:0:40.293,-00254.39,-00022.95, 00975.59, 00001.71,-00001.21,-00001.34, 00009.00,-00003.30, 00012.30, 00032.10
1970-1-1 0:0:40.338,-00263.18,-00062.50, 00971.19,-00009.36,-00002.43, 00001.48, 00007.65,-00004.35, 00011.70, 00032.29
1970-1-1 0:0:40.383,-00215.33,-00066.41, 00962.40,-00009.56, 00003.29, 00000.04, 00008.70,-00004.20, 00011.55, 00032.20
1970-1-1 0:0:40.428,-00234.38,-00098.14, 00978.03,-00006.24,-00000.36, 00006.34, 00009.30,-00004.35, 00011.70, 00032.25
1970-1-1 0:0:40.473,-00204.10,-00088.38, 00970.70, 00003.77,-00007.46, 00004.54, 00009.45,-00002.55, 00010.50, 00032.25
1970-1-1 0:0:40.518,-00214.36,-00059.57, 00935.06,-00003.40,-00002.27,-00000.07, 00009.60,-00005.10, 00012.15, 00032.25
1970-1-1 0:0:40.563,-00238.77,-00054.20, 00911.13,-00004.20, 00006.28,-00001.82, 00008.55,-00003.60, 00010.65, 00032.10
1970-1-1 0:0:40.608,-00266.60,-00015.14, 00933.11,-00001.41,-00001.65, 00000.02, 00008.70,-00003.30, 00011.25, 00032.10
1970-1-1 0:0:40.653,-00298.34,-00009.28, 00895.51,-00007.24,-00008.27,-00003.25, 00007.65,-00004.80, 00009.90, 00032.10
1970-1-1 0:0:40.698,-00315.43,-00039.06, 00926.76,-00008.21, 00006.23,-00006.51, 00008.10,-00004.35, 00010.95, 00032.25
1970-1-1 0:0:40.743,-00281.74,-00091.31, 00983.40,-00010.03, 00002.42, 00005.17, 00008.70,-00004.50, 00010.50, 00032.25
1970-1-1 0:0:40.788,-00256.35,-00056.15, 00979.00,-00002.71,-00016.90, 00004.99, 00008.55,-00006.00, 00012.60, 00032.25
1970-1-1 0:0:40.833,-00208.01,-00150.39, 00936.04, 00009.66,-00019.68, 00001.38, 00007.95,-00005.40, 00010.80, 00032.29
1970-1-1 0:0:40.878,-00171.88, 00006.35, 00952.64,-00009.27,-00009.40, 00018.75, 00007.50,-00003.00, 00011.55, 00032.39
1970-1-1 0:0:40.945,-00156.25,-00151.86, 00900.88,-00006.63,-00030.42, 00000.65, 00006.90,-00005.10, 00011.70, 00032.39
1970-1-1 0:0:41.012,-00102.05,-00023.44, 00727.54, 00018.64,-00017.06, 00005.34, 00006.00,-00004.95, 00013.05, 00032.39
1970-1-1 0:0:41.079,-00083.01,-00078.12, 00604.00,-00039.70,-00096.90,-00034.89, 00003.60,-00005.40, 00013.05, 00032.29
1970-1-1 0:0:41.146,-02000.00,-00996.09, 01999.94, 00250.13, 00061.71, 00029.49,-00008.85,-00008.40, 00012.15, 00032.25
1970-1-1 0:0:41.213, 00137.21,-00493.16, 01558.11,-00044.82, 00020.30, 00005.42,-00006.30,-00003.00, 00015.75, 00032.39
1970-1-1 0:0:41.280,-00012.70, 00004.39, 01109.38,-00015.61, 00005.97,-00001.63,-00005.55,-00003.30, 00014.25, 00032.29
1970-1-1 0:0:41.347,-00002.44,-00089.84, 00988.77, 00000.17, 00001.66, 00002.25,-00005.25,-00002.55, 00015.45, 00032.25
1970-1-1 0:0:41.392, 00009.77,-00167.48, 00994.14, 00000.99,-00000.25,-00002.86,-00004.95,-00002.70, 00015.60, 00032.25
1970-1-1 0:0:41.437, 00016.60,-00065.92, 00995.61, 00002.19,-00002.08, 00000.11,-00004.80,-00002.10, 00015.00, 00032.01
1970-1-1 0:0:41.482,-00009.28,-00085.94, 01059.57, 00000.39, 00001.89, 00001.59,-00005.55,-00002.55, 00015.45, 00032.39
1970-1-1 0:0:41.527,-00031.25,-00054.20, 01019.53,-00006.67, 00000.09,-00006.00,-00005.40,-00003.15, 00015.15, 00032.44
1970-1-1 0:0:41.572,-00011.72,-00010.25, 01110.35, 00006.70,-00003.56,-00002.35,-00005.70,-00001.50, 00015.60, 00032.20
1970-1-1 0:0:41.617,-00137.70,-00413.09, 01660.64,-00105.18, 00020.50,-00000.28,-00004.20,-00004.35, 00014.85, 00032.10
1970-1-1 0:0:41.662,-00053.71,-00130.37, 01219.73, 00024.58, 00064.92, 00001.20,-00003.60,-00006.60, 00013.80, 00032.25
1970-1-1 0:0:41.707,-00068.36,-00153.81, 00373.54,-00025.31, 00118.12, 00009.31,-00002.25,-00005.55, 00013.65, 00032.29
1970-1-1 0:0:41.752,-00227.05,-00146.00, 01279.30, 00022.18, 00061.93, 00011.77, 00003.30,-00006.15, 00012.75, 00032.25
1970-1-1 0:0:41.797,-00325.68,-00203.61, 01203.12, 00018.08,-00010.46, 00006.69, 00005.40,-00006.45, 00014.40, 00032.01
1970-1-1 0:0:41.842,-00183.59,-00096.68, 01075.68, 00054.26,-00055.25, 00017.24, 00006.00,-00004.95, 00012.30, 00032.39
1970-1-1 0:0:41.887,-00184.57,-00001.95, 01048.34, 00053.63,-00025.31, 00032.03, 00004.20,-00001.50, 00014.40, 00032.44
1970-1-1 0:0:41.932,-00112.30,-00076.17, 01028.81, 00021.24, 00020.69, 00023.37, 00002.40,-00002.10, 00015.00, 00032.10
1970-1-1 0:0:41.977,-00056.15,-00026.86, 00995.61,-00011.95, 00054.80,-00000.40, 00004.20,-00001.95, 00016.80, 00032.39
1970-1-1 0:0:42.022,-00167.48, 00043.46, 01114.75,-00016.51, 00011.53,-00005.81, 00007.50,-00000.60, 00013.50, 00032.10
1970-1-1 0:0:42.067,-00223.14,-00008.30, 01151.86,-00000.79,-00041.49,-00007.17, 00008.25,-00001.80, 00014.70, 00032.10
1970-1-1 0:0:42.112,-00135.74, 00022.95, 01040.53, 00020.07,-00034.60, 00004.29, 00005.55,-00001.80, 00014.25, 00032.44
1970-1-1 0:0:42.157,-00122.07,-00034.67, 01033.20,-00004.13, 00018.78,-00006.37, 00005.70,-00000.75, 00014.40, 00032.29
1970-1-1 0:0:42.202,-00191.41,-00001.46, 01014.16, 00005.32, 00025.92,-00006.45, 00005.55,-00001.80, 00013.05, 00032.44
1970-1-1 0:0:42.247,-00188.48,-00063.48, 00910.64,-00018.22, 00008.31,-00001.92, 00006.75,-00000.15, 00013.05, 00032.25
1970-1-1 0:0:42.292,-00180.66,-00000.98, 00913.09,-00027.02, 00006.88,-00010.65, 00008.55,-00001.50, 00012.90, 00032.39
1970-1-1 0:0:42.337,-00184.08,-00056.64, 00843.26,-00023.83, 00012.79,-00010.64, 00008.85,-00001.20, 00011.70, 00032.39
1970-1-1 0:0:42.404,-00180.66,-00069.34, 00875.00,-00007.50, 00014.10,-00006.31, 00009.00,-00003.00, 00012.00, 00032.39
1970-1-1 0:0:42.471,-00161.13,-00080.57, 00847.66,-00013.69, 00000.39,-00001.40, 00008.70,-00004.50, 00012.00, 00032.25
1970-1-1 0:0:42.538,-00207.52,-00069.34, 00942.38,-00014.79,-00002.72,-00002.60, 00008.10,-00005.10, 00010.95, 00031.91
1970-1-1 0:0:42.605,-00192.38,-00095.21, 00941.89,-00006.52,-00006.56, 00002.24, 00010.20,-00004.50, 00010.50, 00032.39
1970-1-1 0:0:42.672,-00244.14,-00115.72, 00922.36,-00004.81, 00002.30,-00000.42, 00008.10,-00005.55, 00010.65, 00032.39
1970-1-1 0:0:42.739,-00204.10,-00105.47, 00984.86, 00001.84,-00008.98,-00000.46, 00008.70,-00005.70, 00010.80, 00032.25
1970-1-1 0:0:42.806,-00207.03,-00090.82, 00917.48,-00001.27,-00000.63,-00006.12, 00008.70,-00005.70, 00011.25, 00032.25
1970-1-1 0:0:42.851,-00215.82,-00104.98, 00902.34,-00002.93,-00006.81,-00004.48, 00007.35,-00006.45, 00010.95, 00032.39
1970-1-1 0:0:42.896,-00214.36,-00112.79, 00865.72,-00012.04,-00001.84,-00010.86, 00007.95,-00004.95, 00012.00, 00032.25
1970-1-1 0:0:42.941,-00192.38,-00115.23, 00915.53,-00020.88,-00007.67,-00011.64, 00007.50,-00006.60, 00011.55, 00032.39
1970-1-1 0:0:42.986,-00188.96,-00148.93, 00875.98,-00005.03,-00008.00,-00013.78, 00007.05,-00006.60, 00010.80, 00032.25
1970-1-1 0:0:43.031,-00146.97,-00152.83, 00797.85, 00010.80,-00009.11,-00008.77, 00007.35,-00006.45, 00010.95, 00032.25
1970-1-1 0:0:43.076,-00154.79,-00168.95, 00728.03,-00001.51,-00012.66,-00016.11, 00005.40,-00008.85, 00010.95, 00032.25
1970-1-1 0:0:43.121,-00125.98,-00188.48, 00771.97, 00004.26,-00031.21,-00026.79, 00003.60,-00007.05, 00011.25, 00032.29
1970-1-1 0:0:43.166,-00214.36,-00194.34, 01003.42, 00006.12,-00076.63,-00040.73, 00002.25,-00007.65, 00011.70, 00032.39
1970-1-1 0:0:43.211,-00085.45, 00028.81, 00913.57, 00031.68,-00138.79,-00056.57,-00002.70,-00006.45, 00012.90, 00032.10
1970-1-1 0:0:43.256,-00603.52,-02000.00, 01999.94,-00250.14, 00094.34, 00080.37,-00006.75,-00000.15, 00015.75, 00032.39
1970-1-1 0:0:43.301,-00098.14,-00166.99, 01002.93, 00196.24, 00017.65, 00021.32,-00004.80,-00005.40, 00014.25, 00032.25
1970-1-1 0:0:43.346, 00055.66,-00349.12, 01004.88, 00012.06, 00012.99, 00001.96,-00006.75,-00003.75, 00015.45, 00032.44
1970-1-1 0:0:43.391,-00021.97,-00202.64, 01232.91,-00011.98,-00012.53,-00000.00,-00006.30,-00004.95, 00015.45, 00032.10
1970-1-1 0:0:43.436,-00005.37, 00010.74, 01063.48,-00000.02,-00032.40,-00008.80,-00006.90,-00002.70, 00015.90, 00032.44
1970-1-1 0:0:43.481, 00041.02, 00100.59, 00977.05,-00047.12,-00034.02, 00002.40,-00006.75,-00002.10, 00016.20, 00032.39
1970-1-1 0:0:43.526, 00060.55,-00044.92, 00840.33,-00001.69, 00014.44,-00001.58,-00007.50,-00003.30, 00016.20, 00031.91
1970-1-1 0:0:43.571,-00006.84,-00051.27, 00969.24,-00012.30, 00011.65, 00000.24,-00006.30,-00002.10, 00016.95, 00032.20
1970-1-1 0:0:43.616, 00019.04,-00061.52, 00951.17,-00001.21,-00000.66,-00000.81,-00006.75,-00002.10, 00017.70, 00032.25
1970-1-1 0:0:43.661,-00002.93,-00074.22, 01000.98, 00000.32,-00002.19, 00001.15,-00006.90,-00004.80, 00015.15, 00032.39
1970-1-1 0:0:43.706,-00001.95,-00097.17, 01000.49, 00000.48,-00001.08,-00001.17,-00006.90,-00003.15, 00014.85, 00031.91
1970-1-1 0:0:43.751, 00003.91,-00100.59, 01017.58,-00006.14, 00001.17,-00001.24,-00005.70,-00003.90, 00015.60, 00032.39
1970-1-1 0:0:43.796, 00009.77,-00100.59, 01006.35,-00000.34, 00000.77, 00001.86,-00007.35,-00003.60, 00013.65, 00032.20
1970-1-1 0:0:43.841, 00006.35,-00072.75, 01001.95,-00000.66,-00001.65, 00001.58,-00007.05,-00004.20, 00016.50, 00031.91
1970-1-1 0:0:43.908, 00002.44,-00097.17, 00998.54,-00001.58,-00000.15,-00000.09,-00006.90,-00003.15, 00014.85, 00032.44
1970-1-1 0:0:43.975, 00007.32,-00089.36, 01001.46,-00003.14,-00001.03, 00000.55,-00008.10,-00002.40, 00015.60, 00032.10
1970-1-1 0:0:44.042, 00002.93,-00105.47, 01014.65, 00000.57,-00001.63, 00000.73,-00006.60,-00004.35, 00015.15, 00032.25
1970-1-1 0:0:44.109, 00000.98,-00088.38, 01011.72,-00000.96,-00001.69, 00003.08,-00005.55,-00003.00, 00014.70, 00032.10
1970-1-1 0:0:44.176,-00000.49,-00102.05, 01004.88,-00000.56,-00000.50, 00000.36,-00006.30,-00003.00, 00014.25, 00032.25
1970-1-1 0:0:44.243, 00004.88,-00085.45, 01005.37,-00002.11, 00000.70,-00002.06,-00006.15,-00003.60, 00015.90, 00032.25
1970-1-1 0:0:44.310, 00000.00,-00088.38, 00992.19,-00001.19,-00002.03,-00000.07,-00006.90,-00002.40, 00015.90, 00032.25
1970-1-1 0:0:44.355,-00002.44,-00084.96, 00996.58,-00002.41,-00000.85, 00000.24,-00006.90,-00001.95, 00015.60, 00032.53
1970-1-1 0:0:44.400, 00005.86,-00085.45, 01001.95,-00002.03,-00001.51, 00000.33,-00005.70,-00002.70, 00016.80, 00032.44
1970-1-1 0:0:44.445, 00001.46,-00088.38, 00997.56,-00000.52,-00003.37, 00002.44,-00007.95,-00003.75, 00015.00, 00032.25
1970-1-1 0:0:44.490,-00007.32,-00088.38, 01007.32, 00000.17,-00000.34,-00000.77,-00007.35,-00003.90, 00015.90, 00032.10
1970-1-1 0:0:44.535,-00004.88,-00085.94, 00994.14,-00000.16,-00002.61,-00001.29,-00007.35,-00003.60, 00014.85, 00032.10
1970-1-1 0:0:44.580, 00003.91,-00083.50, 00999.51,-00003.17, 00000.89,-00001.26,-00007.05,-00002.55, 00015.75, 00032.29
1970-1-1 0:0:44.625, 00002.44,-00088.87, 00997.07,-00001.79,-00001.77, 00000.99,-00005.70,-00003.60, 00015.60, 00032.25
1970-1-1 0:0:44.670,-00014.65,-00084.47, 01004.88, 00001.37,-00000.73, 00001.05,-00006.60,-00003.15, 00015.90, 00032.29
1970-1-1 0:0:44.715, 00000.49,-00092.77, 01003.91,-00003.98, 00000.79,-00002.83,-00006.30,-00003.75, 00015.00, 00032.25
1970-1-1 0:0:44.760,-00001.95,-00090.33, 01004.88,-00000.14,-00001.95, 00001.87,-00006.30,-00003.30, 00015.75, 00032.29
1970-1-1 0:0:44.805, 00000.98,-00090.82, 01000.49,-00001.04,-00000.87, 00002.61,-00007.05,-00003.30, 00015.45, 00032.29
1970-1-1 0:0:44.850, 00016.11,-00081.05, 00994.63,-00001.11, 00000.85, 00001.66,-00006.75,-00003.75, 00014.70, 00032.10
1970-1-1 0:0:44.895, 00001.46,-00089.84, 01004.39,-00001.21,-00001.22,-00000.07,-00006.90,-00001.95, 00015.90, 00032.25
1970-1-1 0:0:44.940, 00004.39,-00088.38, 01001.46, 00000.95,-00001.86, 00002.27,-00006.60,-00002.40, 00015.90, 00032.39
1970-1-1 0:0:44.985,-00012.21,-00097.66, 01002.93,-00000.21,-00003.71,-00003.25,-00006.60,-00003.15, 00015.60, 00031.91
1970-1-1 0:0:45.030, 00005.37,-00084.47, 01013.18,-00002.43, 00002.38,-00000.99,-00007.50,-00002.10, 00015.00, 00032.25
1970-1-1 0:0:45.075, 00005.86,-00092.77, 00997.07, 00000.44,-00004.01, 00003.09,-00007.35,-00003.15, 00014.85, 00032.25
1970-1-1 0:0:45.120,-00008.79,-00079.59, 01003.42, 00001.31,-00000.37, 00005.02,-00007.50,-00003.75, 00016.20, 00032.39
1970-1-1 0:0:45.165,-00019.53,-00166.02, 01002.93,-00003.68,-00001.54, 00006.15,-00006.30,-00003.00, 00015.45, 00032.20
1970-1-1 0:0:45.210, 00023.93,-00062.50, 00990.72,-00003.55,-00000.24, 00000.51,-00007.35,-00003.60, 00015.60, 00032.29
1970-1-1 0:0:45.255, 00007.81,-00071.78, 01028.32,-00001.40,-00001.25, 00000.79,-00006.30,-00003.00, 00015.45, 00032.39
1970-1-1 0:0:45.300,-00003.91,-00087.40, 00967.77, 00004.37,-00001.18, 00000.91,-00007.95,-00003.30, 00014.70, 00032.39
1970-1-1 0:0:45.367,-00027.83,-00223.14, 01014.16,-00004.53, 00001.11,-00004.55,-00006.60,-00005.10, 00016.35, 00032.25
1970-1-1 0:0:45.434, 00080.57, 00065.92, 00996.09,-00012.05,-00009.34, 00010.93,-00006.90,-00003.15, 00015.15, 00032.10
1970-1-1 0:0:45.501,-00052.73,-00025.39, 01162.60,-00006.65, 00000.24, 00000.89,-00006.90,-00003.15, 00014.40, 00032.44
1970-1-1 0:0:45.568,-00005.37,-00010.25, 01067.38, 00013.03,-00010.18, 00019.15,-00007.05,-00002.10, 00017.25, 00032.39
1970-1-1 0:0:45.635,-00107.91, 00154.30, 01105.96,-00004.60, 00005.15, 00003.31,-00007.05,-00002.55, 00015.75, 00032.29
1970-1-1 0:0:45.702, 00031.25,-00066.41, 01085.94,-00020.16, 00003.79,-00006.67,-00005.40,-00002.40, 00015.90, 00032.10
1970-1-1 0:0:45.769,-00076.17,-00246.09, 01047.85, 00025.08, 00059.02, 00006.69,-00006.15,-00001.95, 00015.90, 00032.39
1970-1-1 0:0:45.814,-00030.27,-00031.25, 01069.82, 00038.27, 00096.88,-00002.24,-00000.75, 00000.00, 00017.55, 00032.29
1970-1-1 0:0:45.859,-00097.66,-00011.72, 00994.63, 00064.71, 00104.79, 00009.43, 00000.15, 00002.10, 00016.20, 00032.10
1970-1-1 0:0:45.904,-00269.04, 00081.05, 01052.25, 00070.06, 00091.97,-00003.10, 00005.70, 00003.15, 00017.55, 00032.39
1970-1-1 0:0:45.949,-00315.43, 00137.70, 01023.93, 00060.08, 00101.55, 00000.66, 00009.00, 00006.60, 00016.20, 00032.39
1970-1-1 0:0:45.994,-00389.16, 00228.03, 00968.75, 00060.79, 00101.68, 00010.83, 00013.95, 00010.05, 00015.90, 00031.91
1970-1-1 0:0:46.039,-00402.83, 00200.68, 00940.92, 00088.11, 00081.92, 00020.18, 00017.70, 00013.05, 00013.80, 00032.58
1970-1-1 0:0:46.084,-00441.41, 00254.39, 00825.20, 00090.60, 00058.13, 00023.56, 00020.55, 00016.80, 00014.85, 00032.25
1970-1-1 0:0:46.129,-00498.54, 00298.83, 00748.54, 00095.17, 00021.64, 00030.95, 00021.90, 00021.15, 00013.80, 00032.39
1970-1-1 0:0:46.174,-00474.61, 00370.61, 00722.17, 00107.02,-00002.56, 00047.77, 00023.70, 00024.90, 00011.40, 00032.20
1970-1-1 0:0:46.219,-00482.42, 00527.83, 00797.85, 00084.15,-00023.14, 00060.13, 00025.05, 00030.75, 00011.55, 00032.29
1970-1-1 0:0:46.264,-00444.34, 00497.07, 00708.01, 00062.44,-00076.44, 00075.68, 00022.65, 00034.05, 00012.00, 00032.25
1970-1-1 0:0:46.309,-00337.40, 00510.25, 00663.57, 00051.55,-00071.15, 00072.15, 00018.60, 00037.35, 00010.95, 00031.91
1970-1-1 0:0:46.354,-00263.67, 00610.84, 00688.96, 00047.75,-00092.03, 00074.77, 00016.05, 00039.30, 00011.25, 00032.01
1970-1-1 0:0:46.399,-00208.50, 00671.88, 00608.89, 00049.26,-00111.66, 00076.11, 00009.00, 00042.45, 00013.80, 00032.39
1970-1-1 0:0:46.444,-00127.93, 00670.90, 00622.56, 00015.15,-00076.02, 00063.03, 00003.00, 00044.70, 00012.90, 00032.25
1970-1-1 0:0:46.489,-00072.27, 00667.48, 00641.11,-00018.38,-00078.52, 00063.49, 00001.05, 00044.70, 00011.70, 00032.39
1970-1-1 0:0:46.534, 00048.83, 00666.50, 00672.36,-00062.98,-00081.85, 00057.76,-00001.05, 00045.15, 00012.60, 00032.44
1970-1-1 0:0:46.579, 00139.16, 00660.64, 00822.75,-00115.34,-00080.07, 00040.31,-00008.55, 00037.35, 00014.85, 00032.58
1970-1-1 0:0:46.624, 00168.46, 00504.88, 00797.36,-00141.73,-00063.51, 00026.82,-00010.05, 00033.45, 00015.60, 00032.10
1970-1-1 0:0:46.669, 00215.82, 00428.71, 00738.77,-00153.82,-00027.93, 00030.63,-00011.55, 00027.75, 00015.60, 00032.10
1970-1-1 0:0:46.714, 00245.12, 00299.32, 00879.88,-00183.47, 00009.86, 00007.56,-00013.35, 00023.55, 00016.20, 00032.25
1970-1-1 0:0:46.759, 00235.84, 00271.97, 00944.82,-00178.02, 00024.07, 00004.47,-00012.90, 00012.90, 00016.35, 00032.58
1970-1-1 0:0:46.804, 00176.27, 00101.56, 00904.79,-00170.50, 00040.13, 00006.54,-00011.85, 00007.35, 00016.95, 00032.39
1970-1-1 0:0:46.871, 00158.69,-00070.80, 01000.98,-00170.52, 00087.35,-00014.36,-00009.45,-00003.30, 00011.55, 00032.58
1970-1-1 0:0:46.938, 00014.65,-00263.18, 00993.65,-00125.92, 00119.73,-00017.29,-00004.05,-00011.40, 00007.35, 00032.44
1970-1-1 0:0:47.05,-00077.64,-00472.17, 00910.64,-00071.60, 00142.22,-00038.73, 00000.75,-00017.25, 00003.75, 00032.25
1970-1-1 0:0:47.072,-00107.91,-00410.16, 00794.92,-00009.34, 00156.89,-00032.39, 00004.05,-00019.05, 00001.65, 00032.25
1970-1-1 0:0:47.139,-00332.52,-00424.80, 00792.97, 00043.15, 00112.91,-00025.57, 00009.45,-00019.50,-00000.45, 00032.58
1970-1-1 0:0:47.206,-00390.62,-00410.64, 00869.63, 00075.39, 00087.92, 00016.72, 00011.85,-00017.10, 00001.65, 00032.44
1970-1-1 0:0:47.273,-00539.06,-00342.29, 00861.82, 00085.37, 00026.63, 00014.56, 00015.30,-00012.15, 00004.35, 00032.25
1970-1-1 0:0:47.318,-00533.20,-00237.79, 00858.89, 00086.37, 00001.11, 00036.24, 00018.00,-00010.65, 00005.85, 00032.25
1970-1-1 0:0:47.363,-00521.48,-00136.72, 00876.95, 00083.79,-00010.19, 00043.40, 00019.50,-00007.05, 00007.35, 00032.44
1970-1-1 0:0:47.408,-00527.34,-00088.87, 00878.42, 00065.66,-00031.87, 00037.82, 00019.35,-00004.80, 00008.70, 00032.39
1970-1-1 0:0:47.453,-00459.47,-00050.29, 00870.61, 00034.44,-00022.12, 00033.50, 00016.65,-00000.75, 00010.65, 00032.44
1970-1-1 0:0:47.498,-00455.57,-00006.35, 00894.53, 00016.02,-00054.83, 00026.49, 00017.40, 00001.50, 00010.65, 00032.29
1970-1-1 0:0:47.543,-00396.00,-00022.46, 00870.61,-00006.85,-00071.89, 00018.53, 00015.75, 00001.80, 00012.00, 00032.53
1970-1-1 0:0:47.588,-00296.88,-00040.04, 00833.50,-00025.18,-00065.24, 00010.09, 00013.20, 00001.20, 00015.60, 00032.44
1970-1-1 0:0:47.633,-00274.90,-00056.15, 00885.74,-00015.83,-00076.19, 00013.63, 00012.00, 00000.00, 00014.85, 00032.10
1970-1-1 0:0:47.678,-00262.70,-00033.20, 00940.43,-00024.26,-00064.67, 00003.64, 00008.10,-00002.40, 00013.65, 00032.29
1970-1-1 0:0:47.723,-00177.25,-00093.75, 00957.52,-00014.64,-00037.76, 00000.37, 00006.90,-00001.20, 00012.90, 00032.39
1970-1-1 0:0:47.768,-00219.73,-00064.45, 01028.81,-00004.60,-00020.16,-00002.10, 00005.40,-00000.75, 00014.40, 00032.39
1970-1-1 0:0:47.813,-00199.71,-00091.31, 01015.14,-00000.50,-00006.19,-00004.37, 00003.30,-00001.35, 00015.00, 00032.44
1970-1-1 0:0:47.858,-00153.81,-00137.70, 00962.89,-00001.54, 00003.44, 00000.11, 00002.85,-00001.80, 00015.45, 00032.39
1970-1-1 0:0:47.903,-00152.34,-00222.66, 00876.95,-00016.99,-00014.44,-00007.27, 00003.75,-00000.30, 00015.15, 00032.44
1970-1-1 0:0:47.948,-00074.22, 00091.31, 00799.32, 00024.87,-00070.37,-00037.67, 00001.80,-00001.20, 00014.40, 00032.20
1970-1-1 0:0:47.993,-00661.62, 00218.26, 00686.04, 00066.04,-00048.97,-00008.67,-00002.10,-00000.60, 00015.00, 00032.29
1970-1-1 0:0:48.038,-00021.97, 00000.98, 00378.42,-00065.21,-00095.11,-00035.76,-00004.65, 00002.40, 00017.10, 00032.39
1970-1-1 0:0:48.083,-00225.10, 00353.52, 00403.81, 00070.49,-00053.35, 00003.24,-00008.55, 00005.55, 00017.10, 00031.91
1970-1-1 0:0:48.128,-00049.32,-00146.00, 00009.77,-00236.88, 00166.91,-00009.34,-00010.65, 00003.30, 00016.20, 00032.39
1970-1-1 0:0:48.173, 00034.18, 00041.02, 00821.78,-00033.43, 00002.82, 00001.15,-00009.60,-00000.75, 00017.85, 00032.39
